scenario,policy,seed,weighted_completed_value,weighted_goodput,weighted_goodput_rate,weighted_goodput_ratio,sla_success_ratio,completion_ratio,p95_latency,avg_latency,avg_ready_wait,rejected,dropped,admitted,arrived,steps
trace_driven,wpr_no_progress,20310919,29.4,29.4,1.5643404246796393,0.05903614457831325,0.058333333333333334,0.075,16.88230743408203,11.422891510857475,1.5320206648773618,110.0,1.0,10.0,120.0,37.0
trace_driven,wpr_no_demand,20310919,21.0,21.0,0.9429696322260824,0.04216867469879518,0.041666666666666664,0.041666666666666664,12.503972244262695,10.191722106933593,1.006850355863571,110.0,5.0,10.0,120.0,45.0
trace_driven,wpr_no_residency,20310919,29.4,29.4,1.446330863233144,0.05903614457831325,0.058333333333333334,0.06666666666666667,16.6527841091156,11.494460761547089,1.4307610020041466,110.0,2.0,10.0,120.0,36.0
trace_driven,wpr_no_shaping,20310919,0.0,0.0,0.0,0.0,0.0,0.008333333333333333,16.897686004638672,16.897686004638672,2.3842525482177734,112.0,7.0,8.0,120.0,45.0
trace_driven,wpr_a2c,20310919,42.00000000000001,42.00000000000001,2.4676249812748,0.08433734939759037,0.08333333333333333,0.08333333333333333,15.238344860076904,13.17608995437622,2.1064596682786942,110.0,0.0,10.0,120.0,38.0
trace_driven,random,20311019,29.4,29.4,1.6484887712854883,0.05903614457831325,0.058333333333333334,0.058333333333333334,14.843093395233154,13.507946423121862,1.9653329742806298,111.0,2.0,9.0,120.0,33.0
trace_driven,edf,20311019,33.6,33.6,1.7824897176299443,0.06746987951807229,0.06666666666666667,0.08333333333333333,15.849173784255981,12.907515335083009,1.9567389637231827,110.0,0.0,10.0,120.0,51.0
trace_driven,online_greedy,20311019,37.800000000000004,37.800000000000004,1.8023879823241309,0.07590361445783134,0.075,0.08333333333333333,16.100320959091185,13.800710201263428,2.162159040570259,110.0,0.0,10.0,120.0,38.0
trace_driven,dag_oracle_greedy,20311019,37.800000000000004,37.800000000000004,1.7883703440265897,0.07590361445783134,0.075,0.08333333333333333,15.954370355606077,13.766972923278809,2.193767103552818,110.0,0.0,10.0,120.0,38.0
trace_driven,vanilla_a2c,20311019,21.0,21.0,1.1168447076138097,0.04216867469879518,0.041666666666666664,0.05,16.321651458740234,13.278153896331787,1.9803385188182194,111.0,3.0,9.0,120.0,62.0
trace_driven,wpr_no_progress,20311019,29.4,29.4,1.7626572768979536,0.05903614457831325,0.058333333333333334,0.075,16.450721740722656,11.256907516055637,1.5230628864632711,111.0,0.0,9.0,120.0,34.0
trace_driven,wpr_no_demand,20311019,16.8,16.8,0.8826971514834533,0.033734939759036145,0.03333333333333333,0.05,16.403024673461914,11.164544979731241,1.3239538669586182,111.0,3.0,9.0,120.0,39.0
trace_driven,wpr_no_residency,20311019,25.2,25.2,1.4138711525684344,0.05060240963855422,0.05,0.06666666666666667,17.191842555999756,11.5798459649086,1.4522489868104458,111.0,1.0,9.0,120.0,41.0
trace_driven,wpr_no_shaping,20311019,0.0,0.0,0.0,0.0,0.0,0.008333333333333333,15.760238647460938,15.760238647460938,2.293491244316101,112.0,7.0,8.0,120.0,48.0
trace_driven,wpr_a2c,20311019,37.800000000000004,37.800000000000004,2.202265968552354,0.07590361445783134,0.075,0.08333333333333333,15.348456478118896,13.294790077209473,2.1098790764808655,110.0,0.0,10.0,120.0,38.0
trace_driven,random,20311119,16.8,16.8,0.7277445051543504,0.033734939759036145,0.03333333333333333,0.06666666666666667,16.89338321685791,14.641760110855103,2.163441389799118,110.0,2.0,10.0,120.0,36.0
trace_driven,edf,20311119,29.4,29.4,1.6307663076247683,0.05903614457831325,0.058333333333333334,0.075,16.268278884887696,13.58702278137207,2.1278916315899954,111.0,0.0,9.0,120.0,56.0
trace_driven,online_greedy,20311119,33.6,33.6,1.7566369900557002,0.06746987951807229,0.06666666666666667,0.075,15.715605926513671,13.022928555806478,1.9482130855321884,111.0,0.0,9.0,120.0,34.0
trace_driven,dag_oracle_greedy,20311119,37.800000000000004,37.800000000000004,1.9076949762572553,0.07590361445783134,0.075,0.08333333333333333,15.173927211761473,13.141905212402344,1.9712980389595032,110.0,0.0,10.0,120.0,38.0
trace_driven,vanilla_a2c,20311119,21.0,21.0,1.0080312531751454,0.04216867469879518,0.041666666666666664,0.041666666666666664,13.662036514282226,12.499488830566406,1.5933877110481263,110.0,5.0,10.0,120.0,58.0
trace_driven,wpr_no_progress,20311119,29.4,29.4,1.5301040123010774,0.05903614457831325,0.058333333333333334,0.06666666666666667,15.80121793746948,11.289204955101013,1.4302452858537436,110.0,2.0,10.0,120.0,40.0
trace_driven,wpr_no_demand,20311119,21.0,21.0,0.9084592333887116,0.04216867469879518,0.041666666666666664,0.05,15.675426244735718,11.258449951807657,1.2963274071613948,110.0,4.0,10.0,120.0,41.0
trace_driven,wpr_no_residency,20311119,25.2,25.2,1.3081877523107828,0.05060240963855422,0.05,0.06666666666666667,17.52693576812744,12.088993728160858,1.6159888580441475,110.0,2.0,10.0,120.0,36.0
trace_driven,wpr_no_shaping,20311119,0.0,0.0,0.0,0.0,0.0,0.008333333333333333,15.794624328613281,15.794624328613281,2.2446508407592773,112.0,7.0,8.0,120.0,50.0
trace_driven,wpr_a2c,20311119,33.6,33.6,2.0422708968060217,0.06746987951807229,0.06666666666666667,0.075,15.587481307983397,13.132291581895617,2.0524376266532474,111.0,0.0,9.0,120.0,39.0
trace_driven,random,20320719,21.0,21.0,0.9337224789865662,0.04216867469879518,0.041666666666666664,0.058333333333333334,17.173665046691895,12.735704626355853,1.5979850419930048,110.0,3.0,10.0,120.0,37.0
trace_driven,edf,20320719,42.00000000000001,42.00000000000001,2.2159870490100833,0.08433734939759037,0.08333333333333333,0.08333333333333333,15.177358531951905,12.800887298583984,1.949954316020012,110.0,0.0,10.0,120.0,48.0
trace_driven,online_greedy,20320719,37.800000000000004,37.800000000000004,1.8407461375055247,0.07590361445783134,0.075,0.08333333333333333,15.775399589538573,13.536458587646484,2.085957220196724,110.0,0.0,10.0,120.0,38.0
trace_driven,dag_oracle_greedy,20320719,37.800000000000004,37.800000000000004,2.3774021291246266,0.07590361445783134,0.075,0.075,14.610101318359375,13.319408098856607,2.085062945882479,111.0,0.0,9.0,120.0,34.0
trace_driven,vanilla_a2c,20320719,8.4,8.4,0.4066019285590758,0.016867469879518072,0.016666666666666666,0.03333333333333333,15.9729510307312,12.60229206085205,1.610253382474184,110.0,6.0,10.0,120.0,58.0
trace_driven,wpr_no_progress,20320719,29.4,29.4,1.5620039606593639,0.05903614457831325,0.058333333333333334,0.06666666666666667,16.932078981399535,10.66080129146576,1.3348575998097658,110.0,2.0,10.0,120.0,47.0
trace_driven,wpr_no_demand,20320719,29.4,29.4,1.493422617925137,0.05903614457831325,0.058333333333333334,0.06666666666666667,15.911033821105956,10.918742537498474,1.3330132067203522,110.0,2.0,10.0,120.0,36.0
trace_driven,wpr_no_residency,20320719,16.8,16.8,0.9210084658114156,0.033734939759036145,0.03333333333333333,0.058333333333333334,16.826612854003905,13.950462341308594,2.030719416482108,111.0,2.0,9.0,120.0,40.0
trace_driven,wpr_no_shaping,20320719,12.600000000000001,12.600000000000001,0.5952879753523873,0.025301204819277112,0.025,0.041666666666666664,17.487503814697266,14.889688491821289,2.4607476711273195,112.0,3.0,8.0,120.0,51.0
trace_driven,wpr_a2c,20320719,33.6,33.6,1.9959432243341637,0.06746987951807229,0.06666666666666667,0.075,15.707490921020508,13.368466907077366,2.14189814362261,111.0,0.0,9.0,120.0,53.0
trace_driven,random,20320819,25.2,25.2,1.3633592215427444,0.05060240963855422,0.05,0.06666666666666667,16.223593044281007,13.263314366340637,1.8570881821215153,111.0,1.0,9.0,120.0,34.0
trace_driven,edf,20320819,33.6,33.6,1.9458990219183703,0.06746987951807229,0.06666666666666667,0.075,15.515436935424804,12.660683314005533,1.9030295891894236,111.0,0.0,9.0,120.0,48.0
trace_driven,online_greedy,20320819,37.800000000000004,37.800000000000004,2.22216000095159,0.07590361445783134,0.075,0.075,15.028232955932618,12.912700970967611,1.945258155465126,111.0,0.0,9.0,120.0,36.0
trace_driven,dag_oracle_greedy,20320819,42.00000000000001,42.00000000000001,2.1931680287301547,0.08433734939759037,0.08333333333333333,0.08333333333333333,14.746320915222167,12.714202976226806,1.9523711860179902,110.0,0.0,10.0,120.0,38.0
trace_driven,vanilla_a2c,20320819,12.600000000000001,12.600000000000001,0.6309754537610217,0.025301204819277112,0.025,0.041666666666666664,16.950942611694337,13.771311950683593,1.8108232647180558,111.0,4.0,9.0,120.0,53.0
trace_driven,wpr_no_progress,20320819,29.4,29.4,1.3731858551975384,0.05903614457831325,0.058333333333333334,0.06666666666666667,16.32147727012634,10.984155058860779,1.3473516665399075,110.0,2.0,10.0,120.0,39.0
trace_driven,wpr_no_demand,20320819,29.4,29.4,1.392724559480433,0.05903614457831325,0.058333333333333334,0.075,16.855484771728516,11.901710245344374,1.603599414229393,110.0,1.0,10.0,120.0,37.0
trace_driven,wpr_no_residency,20320819,12.600000000000001,12.600000000000001,0.6482100583548673,0.025301204819277112,0.025,0.05,17.145470142364502,13.718142032623291,1.9673150926828384,110.0,4.0,10.0,120.0,46.0
trace_driven,wpr_no_shaping,20320819,8.4,8.4,0.354034454225909,0.016867469879518072,0.016666666666666666,0.03333333333333333,16.81900691986084,14.644049882888794,2.3654098510742188,112.0,4.0,8.0,120.0,56.0
trace_driven,wpr_a2c,20320819,37.800000000000004,37.800000000000004,2.1352006772431262,0.07590361445783134,0.075,0.08333333333333333,15.924127912521362,13.225372695922852,2.0733469158411024,110.0,0.0,10.0,120.0,43.0
trace_driven,random,20320919,21.0,21.0,1.0088240007595408,0.04216867469879518,0.041666666666666664,0.058333333333333334,17.42596607208252,14.431947571890694,1.950028732419014,111.0,2.0,9.0,120.0,34.0
trace_driven,edf,20320919,42.00000000000001,42.00000000000001,2.2551060271559824,0.08433734939759037,0.08333333333333333,0.08333333333333333,15.036119031906127,12.49956693649292,1.8607643112540244,110.0,0.0,10.0,120.0,44.0
trace_driven,online_greedy,20320919,42.00000000000001,42.00000000000001,2.172526680827655,0.08433734939759037,0.08333333333333333,0.08333333333333333,15.221028709411621,13.030534267425537,1.979772935807705,110.0,0.0,10.0,120.0,38.0
trace_driven,dag_oracle_greedy,20320919,42.00000000000001,42.00000000000001,2.230274334695368,0.08433734939759037,0.08333333333333333,0.08333333333333333,15.09356517791748,12.613071918487549,1.9159641727805137,110.0,0.0,10.0,120.0,38.0
trace_driven,vanilla_a2c,20320919,8.4,8.4,0.4066244412258057,0.016867469879518072,0.016666666666666666,0.03333333333333333,16.78132724761963,13.062138795852661,1.673248864710331,110.0,6.0,10.0,120.0,57.0
trace_driven,wpr_no_progress,20320919,29.4,29.4,1.4844634938445578,0.05903614457831325,0.058333333333333334,0.06666666666666667,15.997214126586913,10.652189075946808,1.2425222340971231,110.0,2.0,10.0,120.0,36.0
trace_driven,wpr_no_demand,20320919,33.6,33.6,1.6038349054624195,0.06746987951807229,0.06666666666666667,0.075,16.3042854309082,11.463256147172716,1.533490326669481,110.0,1.0,10.0,120.0,37.0
trace_driven,wpr_no_residency,20320919,12.600000000000001,12.600000000000001,0.6448080786292537,0.025301204819277112,0.025,0.041666666666666664,16.628681945800782,13.284401130676269,1.788747203350067,110.0,5.0,10.0,120.0,45.0
trace_driven,wpr_no_shaping,20320919,8.4,8.4,0.36271695028441114,0.016867469879518072,0.016666666666666666,0.025,15.91226863861084,13.863162676493326,2.158261855443319,112.0,5.0,8.0,120.0,47.0
trace_driven,wpr_a2c,20320919,37.800000000000004,37.800000000000004,2.151658698355232,0.07590361445783134,0.075,0.08333333333333333,15.650512599945069,13.010313892364502,2.0295993760228157,110.0,0.0,10.0,120.0,45.0
trace_driven,random,20321019,16.8,16.8,0.8177256523598043,0.033734939759036145,0.03333333333333333,0.05,16.61705756187439,14.296284198760986,2.0105845605333648,110.0,4.0,10.0,120.0,42.0
trace_driven,edf,20321019,33.6,33.6,1.9326248318200128,0.06746987951807229,0.06666666666666667,0.075,16.439188385009764,13.463631100124783,2.118740854991807,111.0,0.0,9.0,120.0,52.0
trace_driven,online_greedy,20321019,33.6,33.6,2.0080838700496195,0.06746987951807229,0.06666666666666667,0.075,15.55975227355957,13.248950428432888,2.0622117039230137,111.0,0.0,9.0,120.0,37.0
trace_driven,dag_oracle_greedy,20321019,37.800000000000004,37.800000000000004,1.892209397759214,0.07590361445783134,0.075,0.08333333333333333,15.670982933044433,13.12564468383789,2.0507089748978613,110.0,0.0,10.0,120.0,38.0
trace_driven,vanilla_a2c,20321019,12.600000000000001,12.600000000000001,0.6173764745196736,0.025301204819277112,0.025,0.041666666666666664,17.19210910797119,13.834119606018067,1.8894292950630187,111.0,4.0,9.0,120.0,53.0
trace_driven,wpr_no_progress,20321019,29.4,29.4,1.4514765749912533,0.05903614457831325,0.058333333333333334,0.06666666666666667,16.473425006866453,11.014248669147491,1.4045293182134628,110.0,2.0,10.0,120.0,39.0
trace_driven,wpr_no_demand,20321019,29.4,29.4,1.5397906029374782,0.05903614457831325,0.058333333333333334,0.06666666666666667,16.25461263656616,10.951534628868103,1.3878793604671955,110.0,2.0,10.0,120.0,36.0
trace_driven,wpr_no_residency,20321019,12.600000000000001,12.600000000000001,0.5963784331075732,0.025301204819277112,0.025,0.041666666666666664,17.20986137390137,13.682215690612793,1.9408280938863753,110.0,5.0,10.0,120.0,50.0
trace_driven,wpr_no_shaping,20321019,8.4,8.4,0.3661992934079176,0.016867469879518072,0.016666666666666666,0.03333333333333333,16.493787336349488,14.46073317527771,2.3043460845947266,112.0,4.0,8.0,120.0,53.0
trace_driven,wpr_a2c,20321019,33.6,33.6,1.8603430917889696,0.06746987951807229,0.06666666666666667,0.08333333333333333,16.062739610671997,13.270640468597412,2.116741140186787,110.0,0.0,10.0,120.0,49.0
trace_driven,random,20321119,16.8,16.8,0.8649790747531734,0.033734939759036145,0.03333333333333333,0.058333333333333334,16.82493019104004,12.846299580165319,1.6407114267349243,111.0,2.0,9.0,120.0,32.0
trace_driven,edf,20321119,37.800000000000004,37.800000000000004,2.047611021828906,0.07590361445783134,0.075,0.08333333333333333,15.656289720535279,12.718911981582641,1.908733966946602,110.0,0.0,10.0,120.0,49.0
trace_driven,online_greedy,20321119,37.800000000000004,37.800000000000004,1.8184696532423343,0.07590361445783134,0.075,0.08333333333333333,15.881744813919065,13.712695693969726,2.1273610264062883,110.0,0.0,10.0,120.0,38.0
trace_driven,dag_oracle_greedy,20321119,42.00000000000001,42.00000000000001,2.140315225783183,0.08433734939759037,0.08333333333333333,0.08333333333333333,15.049053621292114,12.973396682739258,1.9497522071003914,110.0,0.0,10.0,120.0,38.0
trace_driven,vanilla_a2c,20321119,12.600000000000001,12.600000000000001,0.5885672516314765,0.025301204819277112,0.025,0.041666666666666664,17.605587768554688,13.806724166870117,1.8886706054210662,110.0,5.0,10.0,120.0,61.0
trace_driven,wpr_no_progress,20321119,33.6,33.6,1.7815660691815451,0.06746987951807229,0.06666666666666667,0.06666666666666667,14.051096391677856,10.295506477355957,1.3063716907054186,110.0,2.0,10.0,120.0,40.0
trace_driven,wpr_no_demand,20321119,29.4,29.4,1.4523709549719672,0.05903614457831325,0.058333333333333334,0.058333333333333334,15.014973640441893,10.508944238935198,1.1918542768274034,110.0,3.0,10.0,120.0,39.0
trace_driven,wpr_no_residency,20321119,16.8,16.8,0.8841411523741002,0.033734939759036145,0.03333333333333333,0.058333333333333334,17.26836814880371,14.215945516313825,2.1441843573536192,110.0,3.0,10.0,120.0,41.0
trace_driven,wpr_no_shaping,20321119,12.600000000000001,12.600000000000001,0.5493132192294607,0.025301204819277112,0.025,0.03333333333333333,16.27414674758911,14.238970756530762,2.2956771552562714,112.0,4.0,8.0,120.0,51.0
trace_driven,wpr_a2c,20321119,33.6,33.6,1.9512406911179019,0.06746987951807229,0.06666666666666667,0.08333333333333333,16.175330543518065,13.134119033813477,2.0360100463032724,110.0,0.0,10.0,120.0,41.0
